ROCO_ID,PMC_ID,Keywords,Caption
ROCO_35487,PMC3389872_poljradiol-75-2-46-g003F.jpg,"muscle,administration,image,appearance,plane,month,coronal,examination,mri,characteristic,surgery,implanted,fascia,contrast"," MRI examination performed 25 months after surgery. T2-weighted image before contrast administration, coronal plane: the characteristic appearance of the implanted muscle and fascia."
ROCO_35488,PMC3437135_JFCM-4-57-g002.jpg,"xray,hemarthrosi,knee,joint", X-ray showing hemarthrosis in the knee joint
ROCO_35489,PMC4451656_JOMFP-19-110a-g002.jpg,"molar,mandibular,lower,right,panoramic,radiograph,radiolucency,tooth,chamber,second,formation,periapical,obliteration,total,root,pulp,first"," Panoramic radiograph shows no root formation in most of the teeth with total obliteration of the pulp chambers and periapical radiolucency in lower right mandibular first molar, left mandibular first and second molar"
ROCO_35490,PMC4757400_kjtcv-49-054f2.jpg,"week,esophagography,arrow,stricture,site,anastomosi,esophageal,reconstruction,leakage", Esophagography performed two weeks after esophageal reconstruction demonstrated no leakage or stricture at the anastomosis site (arrow).
ROCO_35492,PMC5462150_1677-5538-ibju-43-03-0561-gf02.jpg,"tomography,right,kidney,scan", Computed tomography scan of right kidney.
ROCO_35493,PMC5409949_JTHC-12-39-g004.jpg,"shortaxi,aortic,transesophageal,echocardiography,interesting,valve,ebstein,rare,arrow,finding,bicuspid,view"," Aortic short-axis view in transesophageal echocardiography, showing the bicuspid aortic valve (arrow): a rare and interesting finding in Ebstein’s anomaly"
ROCO_35495,PMC5612792_gr3.jpg,"gallstone,colon,sigmoid", Gallstone remains impacted within the sigmoid colon.
ROCO_35496,PMC2988919_crg0003-0286-f01.jpg,"gastric,stomach,venou,free,ascite,amount,portal,massive,ga,pneumatosi,small,extensive"," Massive loculated ascites, extensive gastric pneumatosis and portal venous gas, as well as a small amount of free gas around the stomach."
ROCO_35497,PMC5515093_fig-2.jpg,"abdominal,level,diaphragm,plain,erect,air,airfluid,multiple,film", Erect abdominal plain film showing the multiple air–fluid levels and air under diaphragm.
ROCO_35498,PMC5580850_10.1177_2055116917727137-fig1.jpg,"stifletibia,displacement,thicknes,radiograph,mild,proximal,canal,distinct,lateral,initial,cortice,fracture,sclerosi,presentation,tibia,middiaphyseal,complete,trabecular,patella,transverse,segment,fibula,cranial,medial,severe,reduced,medullary,left", Medial lateral radiograph of a left stifle/tibia made at initial presentation showing a complete transverse fracture of the patella with mild proximal displacement of the proximal segment. There is severe trabecular sclerosis of the patella associated with reduced medullary canal thickness. The cranial and mid-diaphyseal cortices of the tibia are thickened. The fibula does not have a distinct medullary canal
ROCO_35499,PMC3736966_10.1177_2047981613482897-fig1.jpg,"mas,solid,lateral,ultrasound,examination,liver,mixed,segment,echoic,left", Ultrasound examination demonstrates a heterogeneously mixed echoic solid mass in the left lateral segment of the liver
ROCO_35500,PMC3423690_rado-44-03-164f5.jpg,"multiple,image,pancrea,t2,axial,mr,cyst,kidney", Axial T2 weighted MR image shows multiple cysts in kidney and pancreas.
ROCO_35501,PMC5556878_acfs-17-90-g001.jpg,"mas,parotid,scan,lobe,superficial,heterogeneou,recurrence,gland,right,time,tomography,first"," At the time of first recurrence, computed tomography scan shows a 3.0×3.5-cm heterogeneous mass in the superficial lobe of the right parotid gland."
ROCO_35502,PMC4923996_ijerph-13-00539-g001.jpg,"pelvi,lesion,proximal,xray,femur,metaphysi,arrow,osteolytic,left", X-rays of the pelvis. Osteolytic lesion of the proximal metaphysis of the left femur (arrow).
ROCO_35503,PMC3735420_2036-7902-5-5-6.jpg,"case,diameter,arrow,level,tube,thoracostomy,removal,hydropneumothorax,airfluid,dual,maximal", Case 2: left-sided hydropneumothorax after tube thoracostomy removal with a reported maximal diameter of 15 mm. Dual arrows indicate air-fluid level of hydropneumothorax.
ROCO_35505,PMC4430993_kjs-9-147-g002.jpg,"angle,segmental", Segmental angle.
ROCO_35506,PMC3568895_CRIM.MEDICINE2013-539761.002.jpg,"infarct,area,scan,occipital,arrow,white,ct,left", Left occipital infarct area in the CT scan (white arrow).
ROCO_35507,PMC5446874_CRIM2017-1492910.004.jpg,"effusion,bilateral,pleural,xray,surgical,emphysema,chest,lung,discharge,resolution"," Chest X-ray on discharge showing resolution of the bilateral lung infiltrates, pleural effusions, and surgical emphysema."
ROCO_35508,PMC1636028_1746-160X-2-36-2.jpg,"radiograph,marginal,los,periapical,hollowscrew,extensive,implant,bone", The periapical radiograph of the hollow-screw implant with extensive marginal bone loss.
ROCO_35509,PMC4510114_CRIS2015-139647.002.jpg,"xray,chest", Chest X-ray.
ROCO_35510,PMC4924892_jresv96n3p305_a1bf16.jpg,"area,geometry,highresolution,image,diffraction,laue,crystal,a3,grain,lighter,spacelab,tg,iii", High-resolution (001) diffraction image in Laue geometry from grain A3 of TGS crystal from Spacelab III. Lighter areas diffract more strongly.
ROCO_35511,PMC1910597_1750-1172-2-29-1.jpg,"diameter,topography,luminal,microlithiasi,surface,ultrasound,sludge,patient,syndrome,cast,tail,echogenic,biliary,intrahepatic,examination,image,multiple,lipid,lpac,trail,arborization,portal,hyperechoic,acoustic,shadow,diffuse,short,mm,tree,compatible,foci,deposit,comet,dot,typical"," Ultrasound images of intrahepatic hyperechoic foci in patients with the LPAC syndrome. In these patients, a careful US examination detected intrahepatic hyperechoic foci with diffuse topography compatible with lipid deposits along the luminal surface of the intrahepatic biliary tree (Arrows). These multiple dots, less than 1 mm in diameter, cast short echogenic trail without acoustic shadows and looked like comet tails. They were typically distributed along the portal arborizations and may be associated with intrahepatic sludge or microlithiasis casting typical acoustic shadows."
ROCO_35512,PMC2396657_1752-1947-2-167-1.jpg,"contrastenhanced,superior,head,pancrea,scan,vein,smv,helical,sign,tumour,heterogeneou,mesenteric,large,contact,enhancement,infiltration,artery,encasement,sma,ct"," Contrast-enhanced helical CT scan. This scan demonstrates the heterogeneous enhancement of a large tumour of the head of the pancreas, in contact with the superior mesenteric vein (SMV), without signs of infiltration or encasement of the vein, or the superior mesenteric artery (SMA)."
ROCO_35514,PMC5299143_gr1.jpg,"foley,displaced,pelvic,region,lower,bladder,catheter,ct"," Noncontrast CT depicting the displaced Foley catheter within the lower pelvic region, instead of within the bladder. A. Bladder, B. Foley Catheter."
ROCO_35515,PMC4005159_ATM-9-124-g001.jpg,"scan,tomographic,high,transplantation,lung,resolution", High resolution computed tomographic scan before lung transplantation
ROCO_35517,PMC4439471_CRIS2015-175645.001.jpg,"scan,schwannoma,hospital,hemothorax,outside,unrecognized,showing,ct", Outside hospital CT scan showing hemothorax and unrecognized schwannoma.
ROCO_35518,PMC5496997_gr2.jpg,"acetabular,component,loosening,sign", Acetabular component with no loosening signs.
ROCO_35521,PMC3324748_kjpain-25-99-g001.jpg,"anterior,longitudinal,level,supraspinou,c67,image,flavum,number,dura,transverse,vertebral,posterior,complex,ligament,proces,ultrasonographic,body5"," Transverse ultrasonographic image at the level of C6-7. Each number indicates supraspinous ligament (1), transverse process (2), ligament flavum (3), posterior dura (4), anterior complex (anterior dura, posterior longitudinal ligament, vertebral body)(5)."
ROCO_35522,PMC4601974_gr1.jpg,"patient,bilateral,point,ramu,lateral,panoramic,imaging,arrow,calcified,stylohyoid,ligament", Panoramic imaging of the patient: the arrows point to the bilateral calcified stylohyoid ligaments lateral to the ramus.
ROCO_35523,PMC5024840_AJUM-12-44-g004.jpg,"comment,right,lobe,region,dome,fluid,pleural,sagittal,present"," Right lobe, dome region in sagittal. Comment should be made if there is right pleural fluid present."
ROCO_35525,PMC4691519_iranjradiol-12-04-21260-g004.jpg,"fetu,dominant,arrow,signal,unilocular,posterolateral,image,t2,mas,reduced,large,intensity,aspect,cyst,intrauterine,sagittal,hemorrhagic,noted,cystic"," Sagittal T2-weighted image demonstrates a unilocular hemorrhagic cyst (arrow) at the posterolateral aspect of the large, dominant cystic mass with reduced T2 signal intensity (“T2 shading”). An intrauterine fetus is also noted (F)."
ROCO_35526,PMC4356267_OL-09-04-1857-g02.jpg,"lesion,site,uptake,intense,bone,scintigraphy", Bone scintigraphy revealing intense uptake at the site of the lesion.
ROCO_35527,PMC5516518_SJA-11-373-g002.jpg,"longitudinal,neck,sonoanatomy", Longitudinal sonoanatomy of the neck
ROCO_35528,PMC4511771_gr1.jpg,"hip,developmental,preoperative,radiography,pelvi,planning,stubborn,dysplasia,anteroposterior,dislocation,view,left", Radiography of pelvis in the anteroposterior view in the preoperative planning that highlights the developmental dysplasia of the left hip with stubborn dislocation.
ROCO_35529,PMC2647961_63_fig1.jpg,"canal,premolar,radiograph,complex,periapical,morphology,existence,root"," Periapical radiograph, showing the complex root morphology of the premolar suggesting the existence of three root canals."
ROCO_35530,PMC3487145_crg0005-0088-f01.jpg,"multiple,suspension,highdensity,barium,ml,numerou,sigmoid,gravity,diverticula,water,cecum,colon,change,position,enema,patient,wv,contrast"," High-density barium enema with multiple diverticula. The high-density barium (800 ml of 171.5% w/v suspension in water) was instilled by gravity into the colon. Contrast filled the colon, and after repeated position changes by the patient, numerous diverticula were noted scattered from the sigmoid colon to the cecum."
ROCO_35531,PMC2098753_1749-7922-2-27-2.jpg,"xray,plain,gastric,volvulu", Plain x-ray showing the gastric volvulus.
ROCO_35532,PMC3915996_PWKI-9-21415-g003.jpg,"right,atrial,femoral,byrd,effect,anteriorposterior,dilator,atrium,sheath,fluoroscopy,approach,leadrail,view", Fluoroscopy. Anterior-posterior view. Byrd dilator sheath introduced to right atrium by atrial leadrail stabilized by femoral approach. Femoral sheath and Byrd dilator sheath do not contact each other to avoid cutting effect
ROCO_35534,PMC5367600_eor-1-260-g004.jpg,"hip,sequence,synovium,gadolinium,t1weighted,invasion,enhance,injection,hyposignal,bone,mri", MRI of the hip: the synovium is diffuse at the hip with bone invasion. Synovium appears as hyposignal on T1-weighted sequence and enhances after the gadolinium injection.
ROCO_35536,PMC2890920_IJRI-20-126-g002.jpg,"arrowhead,proximal,scan,wall,colonic,sigmoid,due,site,axial,colon,arrow,perforation,necrosi,fecaloma,ct"," Contrast-enhanced axial CT scan demonstrates a fecaloma (arrow) in the proximal sigmoid colon and at the site of the perforation, with colonic wall thickening (arrowhead) due to pressure necrosis"
ROCO_35537,PMC2330027_1477-9560-6-2-1.jpg,"right,infarct,lobe,parietal,large,ischaemic,ct", CT demonstrating large ischaemic infarct in the right parietal lobe.
ROCO_35538,PMC4722580_JOCR-5-21-g014.jpg,"slender,cavity,phalange,hand,metacarpal,thinning,wrist,cortex,proximal,medullary,widening", Hand and Wrist showing thinning of cortex and widening of the medullary cavity of the proximal phalanges and slender elongated metacarpal.
ROCO_35539,PMC5727684_CRIONM2017-3016517.006.jpg,"mas,chest,bronchu,contiguity,ct", CT chest demonstrating contiguity of mass with bronchus.
ROCO_35540,PMC3917878_amjcaserep-15-49-g004.jpg,"characteristic,cap,pole,sign,tumor,bright", Characteristic “bright caps sign” on the poles of the tumor.
ROCO_35541,PMC5285598_JISPCD-6-219-g004.jpg,"molar,vertical,mandible,impacted,second,yellow,tooth,posterior,relation,fig,ramu,horizontal,antero,line", Yellow line in Fig 3 and 4 indicate vertical and antero posterior relation of impacted tooth with ramus of mandible (Horizontal) and second molar (Vertical)
ROCO_35543,PMC4251248_wjem-15-893-g001.jpg,"ga,intestinali,venou,pneumatosi,asterisk,free,air,large,abdoman,portal,thin,arrow,hepatic,tomography,contrast"," Computed tomography without contrast of the abdomen and pelvis showing free air (asterisks), pneumatosis intestinalis (thin arrows), and hepatic portal venous gas (large arrow)."
ROCO_35544,PMC4613572_JoU-2013-0005-g004.jpg,"content,cyst,stomach,fluid,splenic", Stomach filled with fluid content mimicking a splenic cyst
ROCO_35548,PMC3401814_IJCIIS-2-104-g002.jpg,"transverse,scrotum,scan,wall,air,subcutaneou,abdominal,left,ct", CT scan transverse showing subcutaneous air tracking from the left scrotum into the abdominal wall
ROCO_35549,PMC3145299_IJCCM-15-126-g002.jpg,"magnetic,t2,brain,mri,resonance,flair", Magnetic resonance imaging (MRI) brain (T2 flair)
ROCO_35550,PMC4421503_sfq071fig2.jpg,"pelvi,acute,haemorrhage,abdoman,gallbladder,ct", CT abdomen and pelvis showing acute gallbladder haemorrhage.
ROCO_35552,PMC4179549_amjcaserep-15-401-g002.jpg,"maximal,respective,right,projection,arrow,segment,rise,posterior,turn,intensity,venule,portal,liver,branch,mip,cleft,segmental,sectorial,vein,ct"," MIP (maximal intensity projection) CT shows the cleft containing the posterior sectorial branch (arrow) of the right portal vein, which in turn gives rise to segment 7 and 6 portal venules, respectively. The segmental veins are seen penetrating the respective liver segments."
ROCO_35553,PMC3789027_OL-06-03-0833-g00.jpg,"abdominal,pancrea,tumor,tail,arrow,tomography,wellencapsulated", Abdominal computed tomography showing a well-encapsulated tumor located at the tail of the pancreas. (indicated by arrows).
ROCO_35554,PMC3813791_rjt04201.jpg,"xray,renal,stag,fragment,bowel,calculu,horn,large,obstruction,second,parenchyma,adjacent,leftsided,evidence"," X-ray showing large left-sided stag horn calculus, with a second adjacent fragment outside the renal parenchyma with evidence of bowel obstruction."
ROCO_35555,PMC5706057_eor-2-447-g001.jpg,"body,partial,collapse,spine,lateral,t12,vertebral,radiograph,spondylodisciti,disc,infected,t11,pacemaker,patient,thoracolumbar,pyogenic,degeneration", Lateral radiograph of the thoracolumbar spine of a 70-year-old patient with pyogenic spondylodiscitis that originated from an infected pacemaker shows partial collapse of the T11 and T12 vertebral bodies and T11 to T12 disc degeneration.
ROCO_35556,PMC4971275_KITP-13-27930-g001.jpg,"ventricular,mas,pseudoaneurysm,scan,large,chest,tomography,pulmonary,left", Computed tomography scan of the chest showing a large left ventricular pseudoaneurysm perceived as a left pulmonary mass
ROCO_35557,PMC4978824_CRIOT2016-9689521.001.jpg,"lower,end,edema,esophagu,cricoid,apparent,tissue,length,suggestive,tomography,axial,mucosal,cartilage,finding,perforation,level,soft,fish,bone"," Noncontrast axial computed tomography showing a fish bone measuring 37 mm in length, lodged horizontally at the level of the lower end of the cricoid cartilage. No findings suggestive of mucosal perforation or soft tissue edema around the esophagus are apparent."
ROCO_35558,PMC5501029_HV-18-50-g006.jpg,"distal,snare,part,electrode", Distal part of the electrode bends while it is being withdrawn with the snare
ROCO_35559,PMC4996581_fig-1.jpg,"hour,fistula,image,ultrasound,verge,tract,anal,suprasphincteric,rectum,endoscopic"," Endoscopic ultrasound image of the fistula. The fistula tract is depicted in the 12th hour of the rectum, suggesting a suprasphincteric fistula 3 cm above the anal verge."
ROCO_35560,PMC4767839_gr3.jpg,"xray,axial,patella,left", Axial X-ray of the left patella.
ROCO_35561,PMC5447538_aps-44-249-g002.jpg,"pseudoaneurysm,scan,section,show,occipital,axial,proximal,tomography,artery", Computed tomography scan (axial section) shows a left proximal occipital artery pseudoaneurysm.
ROCO_35562,PMC5554677_PAMJ-27-107-g001.jpg,"radiographie,pleural,opacit,bilatrale,du,thorax", Radiographie du thorax: opacité bilatérale de type pleural
ROCO_35563,PMC4517506_13071_2015_1015_Fig1_HTML.jpg,"el,ancylostoma,externolateral,posteriolateral,ml,lateral,mediolateral,dog,bursa,vietnam,ceylanicum,male,pl,ray"," Bursa of male Ancylostoma ceylanicum isolated from a dog in Vietnam. Lateral rays are marked as externolateral (el), mediolateral (ml) and posteriolateral (pl)"
ROCO_35566,PMC5647127_cureus-0009-00000001576-i01.jpg,"tumor,region,pineal", Tumor in the Pineal Region
ROCO_35568,PMC3485994_JCVJS-2-103b-g001.jpg,"pre,meningioma,ventral,brainstem,large,foraman,operative,mri", Pre operative MRI showing large ventral foramen magnum meningioma severely compressing the brainstem
ROCO_35571,PMC3722638_IJHG-19-90-g002.jpg,"xray,showing,appearance,bone,density", X-ray showing increased density in all the bones (bone in bone appearance)
ROCO_35572,PMC4502633_10-1055-s-0034-1544107-i140040-2.jpg,"anterior,tissue,craniocaudal,cm,show,signal,t2,mas,fast,transverse,high,axial,coronal,subcutaneou,trunk,steadystate,fetography,acquisition","  Coronal and axial fast imaging employing steady-state acquisition and coronal fetography imaging show a multiloculated, high T2 signal mass involving the subcutaneous tissues of the trunk. This mass measures 7.53 cm transverse by 10.4 cm anterior posterior by 18.48 cm craniocaudal."
ROCO_35575,PMC5435053_JVIM-31-723-g004.jpg,"thyroid,note,arrowhead,image,fluid,cat,large,ultrasound,tissue,arrow,cyst,cystic", Ultrasound image of a large thyroid cyst in a cat. Note cystic fluid (arrow) and thyroid tissue (arrowhead).
ROCO_35576,PMC3302918_asj-6-60-g002.jpg,"anterior,canal,mas,longitudinal,ossified,encroachment,spinal,posterior,ligament,tomography,breakage", Computed tomography indicates breakage of the anterior and posterior ossified longitudinal ligament and encroachment of the ossified mass in spinal canal.
ROCO_35577,PMC5051156_gr-06-112-g006.jpg,"mrcp,pancreatic,visible,duct,accessory,mm,coronal,treatment,ampulla,mip,post,reformat,endoscopic", Post endoscopic treatment; 40 mm coronal MIP reformat of the MRCP. The ampulla of the accessory pancreatic duct is no longer visible.
ROCO_35579,PMC3014790_SHORTS-10-10001.jpg,"opacity,heart,angle,largest,metastasis,feature,suspiciou,radiograph,chest,lung,blunting,report,multiple,pulmonary,midzone,costophrenic,illdefined,left", Chest radiograph report. The heart is not enlarged. There are multiple ill-defined opacities throughout both lungs. The largest is noted within the left mid-zone. There is blunting of both costophrenic angles. Comment: The features are suspicious of multiple pulmonary metastases
ROCO_35580,PMC3873320_isd-43-303-g005.jpg,"right,crown,radiograph,aspect,year,follicle,contour,inferomedial,radiopacity,increase,mandibular,panoramic,focal,radiopaque,molar,third,irregular,prominence,tooth,hyperplastic,small,left", A cropped panoramic radiograph taken five years later shows a focal increase in the radiopacity associated with the crown of the right mandibular third molar tooth and a small radiopaque prominence associated with the inferomedial aspect of the follicle of the left mandibular third molar tooth. The hyperplastic follicles reveal an irregular contour.
ROCO_35581,PMC5419338_gr4.jpg,"map,angiography,epicardial,area,distal,ablation,overlay,coronary,voltage,branch,marginal,inferolateral,catheter", Overlay of coronary angiography and epicardial voltage map showing distal branches of a marginal branch (arrows) supplying the inferolateral area where the ablation catheter is located.
ROCO_35582,PMC3999683_LI-31-172-g001.jpg,"cut,computed,right,tumor,axial,intermediate,lung,tomography,bronchu,thorax", Contrast-enhanced computed tomography of the thorax (axial cut) showing the tumor in the intermediate bronchus of the right lung
ROCO_35584,PMC4976152_CRIM2016-6405840.002.jpg,"xray,chest,preoperative", Preoperative chest X-ray.
ROCO_35585,PMC4405061_PAMJ-19-330-g002.jpg,"right,lesion,scan,image,coronal,ventricle,pericardial,ct,cystic", Reconstructed coronal CT scan showing the same image of the pericardial cystic lesion next to the right ventricle
ROCO_35586,PMC4433139_vim-0031-0007-g02.jpg,"dilated,pancreatic,marie,patient,hpital,scan,duct,image,smooth,courtesy,pierre,beaujon,axial,aspect,ampulla,vullierme,main,dr,wall,ct"," Axial CT scan of the same patient showing a dilated main pancreatic duct with smooth aspect of main pancreatic duct wall and bulging ampulla (image courtesy of Dr. Marie Pierre Vullierme, Hôpital Beaujon)."
ROCO_35587,PMC4588337_CRIS2015-317240.001.jpg,"radiography,multiple,opaque,direct,substance,strip,abdominal,midline", A direct abdominal radiography showed multiple opaque substances accumulated as strips in the mid-line.
ROCO_35588,PMC3534173_isd-42-207-g002.jpg,"mandibular,patient,occlusal,plane,chin,low,fuzzy,apice,incisor"," The patient's chin is too low. The occlusal plane is ""smiling"" and the apices of the mandibular incisors are fuzzy."
ROCO_35590,PMC3712816_crg-0007-0261-g01.jpg,"gastric,distention,venou,abdoman,portal,ga,pneumatosi,tomography,oral,intravenou,contrast", Computed tomography of the abdomen with oral and intravenous contrast showed gastric distention and pneumatosis with portal venous gas.
ROCO_35591,PMC4173323_SNI-5-421-g002.jpg,"pyramidal,patient,target,tractography,image,biopsy,tumor,pentaacetic,gadolinium,arrow,tract,iplan,line,t1weighted,diethylenetriamine,ocher,basi", Tractography and the target of the tumor for biopsy. This image was made by using iPlan on the basis of the T1-weighted image of the patient. The tumor was enhanced by gadolinium diethylenetriamine pentaacetic acid. The ocher lines show presumed pyramidal tract. Arrow indicates the target of the tumor for biopsy
ROCO_35593,PMC4206808_asj-8-591-g003.jpg,"bridge,image,month,fill,l51,angle,endplate,fenestration,propensity,black,reconstruction,sagittal,lordotic,patient,spot,component,artifact,twolevel,interface,lysi,bony,intervertebral,l45,standalone,endplateimplant"," Sagittal reconstruction at four months postoperative, from a patient with a two-level, stand-alone instrumented intervertebral lordotic angle, showing five bridges (note there is a propensity for focalized artifact [black spot] between fenestrations in the endplate component, but no lysis about the endplate-implant interface). This image also demonstrates 75% sagittal fill at L4/5 and 100% sagittal fill and L5/1 with 5 bony bridges."
ROCO_35594,PMC3513803_NJMS-3-2-g007.jpg,"right,plain,mouth,ray,transpharyngeal,view", Closed Mouth Plain Transpharyngeal View X Ray (Right)
ROCO_35596,PMC4138934_IJE2014-876037.001.jpg,"pelvi,bilateral,enlargement,scan,abdoman,black,arrow,adrenal,oral,intravenou,contrast,ct", CT scan of the abdomen and pelvis with oral and intravenous contrast showing bilateral adrenal enlargement (black arrows).
ROCO_35597,PMC5161119_10-1055-s-0042-115936-i626ei5.jpg,"anterior,arcade,hypervascular,tumor,black,arrow,pancreatoduodenal,duodenum",   Hypervascular tumor (black arrow) of the duodenum predominantly supplied by the anterior pancreatoduodenal arcade.
ROCO_35599,PMC3548666_10.1177_1941738112468416-fig25.jpg,"singleaxial,mpfl,unusual,normal,image,t2weighted,entirety,medial,course,axial,patellofemoral,ligament,mpflarrow"," Axial fat-saturated T2-weighted image shows the course of a normal MPFL (arrows). It is unusual to see the ligament in its entirety on a single axial image. MPFL, medial patellofemoral ligament."
ROCO_35600,PMC3423700_rado-44-03-149f2.jpg,"vein,vertebral,c,right,femoral,column,venogram,lateral,jugular,coronary,large,chest,hemiazygo,swine,sinu,atrium,injection,simultaneou,hav"," The lateral venogram of the chest in a swine after simultaneous injection of the right femoral vein and right jugular veins. The large hemiazygos vein (HAV) ascends along the vertebral column and joins the coronary sinus (CS), which then communicates the directly with the right atrium."
ROCO_35601,PMC4878640_1679-4508-eins-13-4-0611-gf01.jpg,"flexible,ureteroscopy,imaging,radioscopic", Radioscopic imaging by the flexible ureteroscopy
ROCO_35603,PMC2464757_vhrm0401-83-01.jpg,"popliteal,syndrome,tomographic,entrapment,finding,artery,angiogram,left", Computed tomographic angiogram findings with left popliteal artery entrapment syndrome.
ROCO_35604,PMC3052469_SNI-2-18-g003.jpg,"mas,extension,show,foraminal,t1axial,preoperative,paraspinal,mri,contrast", Preoperative T1-axial MRI with contrast shows an enhancing paraspinal mass with foraminal extension
ROCO_35606,PMC2078590_1752-1947-1-107-2.jpg,"chest,leftsided,pulmonary,radiography,edema", Chest radiography with left-sided pulmonary edema.
ROCO_35608,PMC5118591_gr1.jpg,"collecting,right,multiple,transplanted,system,air,quadrant,foci,kidney", The transplanted kidney in the right lower quadrant with multiple air foci (arrows) within the dilated collecting system.
ROCO_35610,PMC2600649_1752-1947-2-353-1.jpg,"mg,abnormality,plasminogen,tissue,cerebral,distal,flow,pulsatile,fashion,basilar,activator,artery,angiogram,calcified,minute", Cerebral angiogram demonstrating calcified abnormality in the distal basilar artery. Flow is seen in the distal basilar artery after 10 mg of tissue plasminogen activator was infused in a pulsatile fashion over 30 minutes.
ROCO_35612,PMC5457890_medi-96-e6995-g001.jpg,"thyroid,lower,neck,scan,tissue,tumor,axial,internal,necrotic,tomography,soft,change,left"," Axial computed tomography scan of the neck shows a 6.5-cm sized well-enhanced soft tissue tumor with internal necrotic change in the left anterior lower neck, just inferior to the thyroid."
ROCO_35614,PMC3623109_CRIM.ID2013-543147.001.jpg,"absces,muscle,iliopsoa,area,sacroiliac,joint,si,enhancement,mri,focal,left", MRI of SI joints demonstrating an area of focal enhancement in the left sacroiliac joint and a septated abscess in the left iliopsoas muscle.
ROCO_35615,PMC3395992_or-2012-2-e23-g008.jpg,"anterior,marker,oblique,ligament,view", Oblique view of the anterior oblique ligament showing the marker placed against the ligament.
ROCO_35616,PMC4012710_1749-8090-9-73-2.jpg,"thrombosi,portal,contrast,formation,vein,ct", Contrast enhanced CT confirmed portal vein thrombosis formation.
ROCO_35617,PMC5154230_AJPS-13-206-g001.jpg,"abdominal,level,plain,fluid,air,film", Air fluid levels on plain abdominal film
ROCO_35618,PMC4197375_qmj-2014-010-g004.jpg,"scan,postoperative,clear,sinu,sphenoid,contrast,ct", Post-operative CT scan (with contrast) showing clear sphenoid sinus.
ROCO_35619,PMC4247504_IJRI-24-350-g006.jpg,"roi,attenuation,placement,normal,image,spleen,unenhanced,axial,liver,measurement,ct,example,higher", Example ROI placement for attenuation measurements in liver and spleen on unenhanced axial CT image. Normal liver (L) has higher attenuation than spleen (S)
ROCO_35620,PMC5709297_gr5.jpg,"completion,outcome,good,radiological", Completion angiogram showing a good radiological outcome.
ROCO_35622,PMC2706417_jcn-5-91-g001.jpg,"deviation,patient,cobb,scoliosi,area,wholespine,side,lumbar,female,scanography,left,bradykinesia,method,rightsided,history"," A 65-year-old female de novo patient, with a 1-year history of bradykinesia on the left side exhibited right-sided scoliosis in the lumbar area with a deviation 16.32° (as assessed using the Cobb method and whole-spine scanography)."
ROCO_35623,PMC5404173_JOCR-6-85-g006.jpg,"ultrasound,image,sartoriu,gracili", Ultrasound images showing gracilis and sartorius.
ROCO_35625,PMC4900334_ACA-19-288-g002.jpg,"shortaxi,guidewire,jugular,internal,vein,view", Short-axis view showing guidewire inside internal jugular vein
ROCO_35626,PMC5491715_PAMJ-26-215-g004.jpg,"patient,symphysiti,biopsy,pubic,infectiou,puncture,symphysi,ct", Puncture biopsy of the pubic symphysis under CT in a patient with an infectious pubic symphysitis
ROCO_35627,PMC3992441_CEJU-66-00293-g001.jpg,"linear,opaque,plain,area,residual,xray,renal,calculi,radio,shadow,bilateral,left", Plain X-ray showed bilateral residual calculi with a linear radio opaque shadow in left renal area.
ROCO_35628,PMC5545873_40349_2017_99_Fig4_HTML.jpg,"zone,sonographic,cavitation,cloud,manifestation,position,focal", Sonographic manifestation of a cavitation cloud in the focal zone; arrows indicate the focal position
ROCO_35629,PMC3030803_jsls-13-4-616-g01.jpg,"point,perihepatic,density,surrounding,consistent,perisplenic,fluid,free,hounsfield,abdoman,intravenou,blood,arrow,spleen,oral,hematoma,contrast,ct"," CT abdomen with intravenous and oral contrast. Free perihepatic and perisplenic fluids can be seen, hounsfield density consistent with blood. Arrow point to the medially displaced spleen by the surrounding hematoma."
ROCO_35630,PMC3923561_2036-7902-5-10-3.jpg,"hydropoint,airfluid,opposition", Opposition between the air/fluid patterns is the hydro-point.
ROCO_35631,PMC2958324_SNI-1-52-g004.jpg,"ss,fragment,brain,tile,ct,compression", CT brain showing the compression of the SSS by the tile fragment
ROCO_35633,PMC4804075_CRIOR2016-4309828.003.jpg,"medial,scan,clavicle,fracture,ct", Medial clavicle fracture detected on CT scan.
ROCO_35635,PMC4553750_AJNS-10-262-g003.jpg,"head,t1weight,magnetic,posttreatment,postgadolinium,coronal,enhancement,dural,resonance,resolution", T1-weight coronal magnetic resonance imaging head postgadolinium posttreatment with resolution of the dural enhancement
ROCO_35636,PMC2827786_kjr-11-222-g002.jpg,"right,ratio,normal,intravascular,endoscopy,virtual,rpa,artery,pulmonary,main,signal,left"," Normal main pulmonary arteries visualized on virtual intravascular endoscopy. Measured signal to noise ratios were 19 and 24 at right and left pulmonary arteries, respectively. LPA = left pulmonary artery, RPA = right pulmonary artery"
ROCO_35637,PMC3590956_MIRT-20-117-g3.jpg,"nodular,lesion,diameterarrow,cm,ct", CT shows a nodular lesion approximately 2 cm in diameter(arrow)
ROCO_35642,PMC3095789_cios-3-161-g001.jpg,"control,image,tip,cement,cannula,condition", The cement was injected under control using an image intensifier. The condition of the cement at the tip of the cannula must be observed.
